time,deviceId,value
1469118158,1,2
1469118158,2,54
1469118159,3,24.8
1469118180,5,3
1469118180,6,34
1469118181,7,25.1
1469118192,4,12
1469118219,8,13
1469118270,5,4
1469118320,13,25.2
1469118370,14,25.9
1469118493,4,11
1469118517,1,3
1469118519,8,12
1469118540,5,5
1469118600,15,0
1469118601,16,0.02
1469118621,13,25.3
1469118635,5,4
1469118670,14,26
1469118697,1,2
1469118788,1,3
1469118793,4,10
1469118819,8,11
1469118877,1,2
1469118900,5,3
1469118922,13,25.2
1469118967,1,3
1469118970,14,25.9
1469118990,7,25
1469119047,4,64
1469119057,1,2
1469119069,4,63
1469119093,4,61
1469119097,4,10
1469119147,1,3
1469119170,5,2
1469119170,7,25.1
1469119200,9,0
1469119201,10,0.07
1469119201,11,0
1469119202,12,0
1469119222,13,25.3
1469119238,1,2
1469119260,5,3
1469119260,7,25
1469119270,14,25.8
1469119327,1,3
1469119397,4,9
1469119418,1,2
1469119419,8,10
1469119440,5,5
1469119440,7,25.1
1469119507,17,88
1469119509,18,100
1469119510,1,4
1469119510,2,54
1469119511,3,24.8
1469119522,13,25.3
1469119530,19,100
1469119530,5,4
1469119531,6,34
1469119531,7,25
1469119569,14,25.7
1469119597,1,3
1469119697,4,9
1469119710,5,5
1469119710,7,24.9
1469119718,8,10
1469119800,7,25
1469119801,9,0
1469119802,15,0
1469119802,16,0.02
1469119867,1,2
1469119869,14,25.6
1469119890,5,4
1469119890,7,24.9
1469119958,1,4
1469119980,5,3
1469119998,4,8
1469120018,8,9
1469120047,1,3
1469120062,20,on
1469120063,21,99
1469120065,4,62
1469120066,22,on
1469120067,23,99
1469120068,4,63
1469120069,24,on
1469120070,25,on
1469120071,5,5
1469120072,7,25
1469120072,4,64
1469120072,26,63
1469120083,27,on
1469120084,24,off
1469120085,25,off
1469120086,20,off
1469120087,20,on
1469120094,28,on
1469120095,4,63
1469120096,29,99
1469120098,8,125
1469120099,4,64
1469120101,4,63
1469120104,22,off
1469120119,20,off
1469120136,4,62
1469120138,1,133
1469120139,3,24.6
1469120140,22,on
1469120142,20,on
1469120145,30,on
1469120145,31,on
1469120146,4,63
1469120147,32,78
1469120148,4,62
1469120161,28,off
1469120162,20,off
1469120163,5,118
1469120164,7,24.9
1469120164,22,off
1469120165,26,0
1469120167,4,61
1469120169,4,62
1469120169,14,25.8
1469120173,4,61
1469120174,30,off
1469120174,31,off
1469120192,21,0
1469120193,4,59
1469120197,4,9
1469120198,30,on
1469120199,31,on
1469120213,30,off
1469120213,31,off
1469120228,1,8
1469120228,3,24.5
1469120251,5,110
1469120252,6,35
1469120252,7,25
1469120268,30,on
1469120269,31,on
1469120283,30,off
1469120283,31,off
1469120285,29,0
1469120288,8,9
1469120309,30,on
1469120309,31,on
1469120318,1,4
1469120318,3,24.4
1469120323,30,off
1469120324,31,off
1469120335,30,on
1469120335,31,on
1469120340,5,109
1469120349,30,off
1469120350,31,off
1469120394,30,on
1469120395,31,on
1469120411,1,9
1469120411,3,24.3
1469120412,10,0.07
1469120413,11,0
1469120425,30,off
1469120426,31,off
1469120430,5,106
1469120431,7,25.1
1469120442,30,on
1469120442,31,on
1469120456,30,off
1469120457,31,off
1469120465,23,0
1469120469,14,25.9
1469120498,4,6
1469120499,1,3
1469120526,30,on
1469120526,31,on
1469120540,30,off
1469120541,31,off
1469120545,20,on
1469120546,21,99
1469120548,4,59
1469120552,30,on
1469120553,31,on
1469120564,20,off
1469120566,30,off
1469120567,31,off
1469120588,1,2
1469120588,8,7
1469120594,21,0
1469120600,4,6
1469120601,30,on
1469120602,31,on
1469120611,5,104
1469120616,30,off
1469120616,31,off
1469120627,30,on
1469120628,31,on
1469120656,30,off
1469120656,31,off
1469120676,30,on
1469120676,31,on
1469120678,1,4
1469120691,30,off
1469120691,31,off
1469120692,30,on
1469120692,31,on
1469120701,5,102
1469120702,7,25.2
1469120709,30,off
1469120710,30,on
1469120724,30,off
1469120724,30,on
1469120739,30,off
1469120739,31,off
1469120739,30,on
1469120740,31,on
1469120754,30,off
1469120754,31,off
1469120759,30,on
1469120759,31,on
1469120768,1,3
1469120773,30,off
1469120773,31,off
1469120781,30,on
1469120781,31,on
1469120791,5,108
1469120808,30,off
1469120808,31,off
1469120809,30,on
1469120809,31,on
1469120823,30,off
1469120823,31,off
1469120824,30,on
1469120825,31,on
1469120827,22,on
1469120828,23,99
1469120832,24,on
1469120833,25,on
1469120833,26,63
1469120842,30,off
1469120842,31,off
1469120847,24,off
1469120847,25,off
1469120850,22,off
1469120858,1,134
1469120866,24,on
1469120866,25,on
1469120881,24,off
1469120881,25,off
1469120882,5,103
1469120883,6,36
1469120884,7,25.1
1469120894,24,on
1469120895,25,on
1469120900,4,7
1469120909,24,off
1469120909,25,off
1469120910,32,0
1469120948,1,96
1469120949,3,24.5
1469120971,5,3
1469120971,6,35
1469120972,7,25.2
1469121000,12,0
1469121008,24,on
1469121009,25,on
1469121024,24,off
1469121024,25,off
1469121029,24,on
1469121029,25,on
1469121038,1,83
1469121039,2,55
1469121043,24,off
1469121043,25,off
1469121049,24,on
1469121049,25,on
1469121061,5,4
1469121062,6,34
1469121062,7,25.1
1469121063,24,off
1469121063,25,off
1469121066,24,on
1469121067,25,on
1469121069,14,25.8
1469121081,24,off
1469121081,25,off
1469121091,24,on
1469121091,25,on
1469121105,24,off
1469121105,25,off
1469121106,24,on
1469121106,25,on
1469121128,1,110
1469121129,3,24.6
1469121137,24,off
1469121137,25,off
1469121149,24,on
1469121150,25,on
1469121150,23,0
1469121151,5,5
1469121152,6,33
1469121152,7,25.2
1469121169,24,off
1469121170,25,off
1469121188,8,6
1469121200,4,4
1469121218,1,65
1469121219,2,57
1469121220,3,24.7
1469121241,5,3
1469121308,1,94
1469121309,2,63
1469121309,3,24.8
1469121369,14,25.7
1469121398,1,85
1469121399,2,70
1469121400,3,24.9
1469121421,5,4
1469121488,8,5
1469121489,1,82
1469121490,2,75
1469121490,3,25
1469121501,4,3
1469121511,5,5
1469121578,1,71
1469121579,2,79
1469121580,3,25.1
1469121601,5,4
1469121602,7,25.1
1469121625,13,25.2
1469121668,1,91
1469121669,2,80
1469121691,5,3
1469121692,7,25.2
1469121758,1,71
1469121759,2,82
1469121759,3,25.2
1469121770,26,0
1469121777,24,on
1469121778,25,on
1469121779,26,63
1469121781,5,4
1469121782,7,25.1
1469121787,24,off
1469121788,25,off
1469121788,8,4
1469121809,24,on
1469121809,25,on
1469121823,24,off
1469121824,25,off
1469121836,24,on
1469121836,25,on
1469121845,24,off
1469121846,25,off
1469121848,1,61
1469121849,2,83
1469121849,3,25.3
1469121871,5,3
1469121879,24,on
1469121879,25,on
1469121893,24,off
1469121894,25,off
1469121899,24,on
1469121900,25,on
1469121915,24,off
1469121915,25,off
1469121938,1,62
1469121939,2,84
1469121940,3,25.4
1469121961,5,4
1469122028,1,69
1469122029,2,85
1469122052,5,3
1469122070,24,on
1469122071,25,on
1469122085,24,off
1469122085,25,off
1469122087,8,3
1469122090,24,on
1469122090,25,on
1469122102,4,2
1469122105,24,off
1469122105,25,off
1469122105,24,on
1469122106,25,on
1469122119,1,61
1469122119,2,86
1469122120,3,25.6
1469122121,24,off
1469122121,25,off
1469122152,24,on
1469122153,25,on
1469122167,24,off
1469122167,25,off
1469122168,24,on
1469122169,25,on
1469122183,24,off
1469122183,25,off
1469122184,24,on
1469122184,25,on
1469122198,24,off
1469122198,25,off
1469122200,24,on
1469122200,25,on
1469122209,1,103
1469122209,3,25.7
1469122231,24,off
1469122231,25,off
1469122236,24,on
1469122236,25,on
1469122250,24,off
1469122250,25,off
1469122253,24,on
1469122254,25,on
1469122268,14,25.8
1469122268,24,off
1469122268,25,off
1469122269,24,on
1469122270,25,on
1469122284,24,off
1469122285,25,off
1469122285,24,on
1469122286,25,on
1469122299,2,87
1469122300,3,25.8
1469122300,24,off
1469122301,25,off
1469122308,24,on
1469122308,25,on
1469122321,5,4
1469122322,24,off
1469122323,25,off
1469122323,24,on
1469122324,25,on
1469122338,24,off
1469122339,25,off
1469122348,24,on
1469122349,25,on
1469122363,24,off
1469122364,25,off
1469122364,24,on
1469122365,25,on
1469122379,24,off
1469122380,25,off
1469122383,24,on
1469122384,25,on
1469122389,1,107
1469122390,2,86
1469122398,24,off
1469122399,25,off
1469122408,24,on
1469122408,25,on
1469122409,4,1
1469122411,5,5
1469122416,24,off
1469122417,25,off
1469122417,24,on
1469122418,25,on
1469122431,24,off
1469122432,25,off
1469122432,24,on
1469122433,25,on
1469122446,24,off
1469122447,25,off
1469122447,24,on
1469122448,25,on
1469122451,22,on
1469122452,23,99
1469122460,28,on
1469122461,29,99
1469122462,24,off
1469122462,25,off
1469122463,8,119
1469122473,22,off
1469122480,1,104
1469122501,5,4
1469122534,26,0
1469122554,28,off
1469122557,28,on
1469122567,14,25.9
1469122570,1,2
1469122570,2,87
1469122570,3,25.7
1469122584,23,0
1469122591,5,5
1469122660,1,4
1469122660,2,85
1469122681,5,4
1469122682,6,36
1469122682,7,25
1469122707,22,on
1469122708,23,99
1469122709,20,on
1469122709,21,99
1469122712,4,57
1469122715,4,58
1469122719,4,56
1469122723,28,off
1469122731,22,off
1469122732,20,off
1469122741,4,55
1469122743,4,56
1469122745,4,55
1469122747,4,56
1469122749,4,55
1469122750,3,25.6
1469122768,8,107
1469122769,23,0
1469122769,21,0
1469122771,5,3
1469122772,6,37
1469122773,4,0
1469122840,1,2
1469122840,3,25.5
1469122852,29,0
1469122856,8,2
1469122861,5,4
1469122862,6,36
1469122862,7,24.9
1469122930,2,84
1469122930,3,25.4
1469123020,1,3
1469123020,3,25.3
1469123042,7,24.8
1469123110,1,4
1469123110,2,82
1469123111,3,25.2
1469123127,13,25.1
1469123131,5,3
1469123132,6,35
1469123132,7,24.9
1469123155,8,1
1469123200,1,3
1469123200,2,81
1469123201,3,25.1
1469123221,5,4
1469123222,7,24.8
1469123290,1,2
1469123290,2,78
1469123380,2,77
1469123381,3,25
1469123401,5,3
1469123470,1,3
1469123470,2,74
1469123471,3,24.9
1469123549,20,on
1469123550,33,0
1469123560,2,72
1469123565,20,off
1469123740,1,2
1469123740,2,68
1469123741,3,24.8
1469123761,5,4
1469123762,6,36
1469123765,14,25.8
1469123830,2,67
1469123852,7,24.7
1469123920,1,3
1469123920,2,66
1469124011,1,1
1469124011,2,65
1469124031,5,3
1469124049,20,on
1469124050,22,on
1469124053,28,on
1469124054,34,0
1469124055,29,99
1469124056,8,89
1469124065,14,25.7
1469124076,28,off
1469124077,20,off
1469124079,22,off
1469124100,1,3
1469124100,2,64
1469124121,5,2
1469124190,1,2
1469124190,2,63
1469124199,29,0
1469124203,8,0
1469124211,5,4
1469124280,1,3
1469124302,7,24.8
1469124370,2,62
1469124391,5,3
1469124392,7,24.7
1469124460,2,61
1469124482,5,4
1469124482,6,35
1469124550,1,2
1469124571,5,3
1469124572,7,24.8
1469124661,5,4
1469124664,14,25.6
1469124730,2,60
1469124911,1,3
1469124963,14,25.7
1469125000,1,1
1469125022,5,3
1469125180,1,2
1469125202,7,24.7
1469125263,14,25.8
1469125270,2,59
1469125292,5,4
1469125360,2,60
1469125382,5,3
1469125472,5,4
1469125472,7,24.8
1469125540,1,3
1469125562,7,24.7
1469125630,1,2
1469125720,1,3
1469125720,2,59
1469125742,5,2
1469125812,1,2
1469125832,5,4
1469125862,14,25.7
1469125900,1,4
1469125900,2,60
1469125990,1,3
1469125990,2,59
1469126012,5,3
1469126080,2,60
1469126131,13,25
1469126162,14,25.6
1469126192,5,2
1469126260,1,1
1469126282,5,4
1469126372,5,5
1469126432,13,25.1
1469126440,1,3
1469126462,14,25.5
1469126530,1,2
1469126552,5,3
1469126620,1,3
1469126642,5,4
1469126710,1,1
1469126732,13,25
1469126761,14,25.6
1469126800,1,3
1469126801,2,59
1469126822,5,3
1469126890,1,2
1469126890,2,60
1469126912,5,4
1469126980,1,3
1469126980,2,59
1469127061,14,25.7
1469127070,1,2
1469127092,5,3
1469127160,1,1
1469127182,5,5
1469127250,1,3
1469127272,5,4
1469127340,1,2
1469127340,2,60
1469127341,3,24.9
1469127360,14,25.8
1469127430,2,59
1469127431,3,24.8
1469127611,1,4
1469127612,2,60
1469127660,14,25.9
1469127700,1,3
1469127701,2,59
1469127722,5,3
1469127790,1,2
1469127880,1,3
1469127881,2,60
1469127902,5,2
1469127932,13,25.1
1469127959,14,25.7
1469127970,1,4
1469127992,5,4
1469128060,1,2
1469128061,2,59
1469128150,1,3
1469128231,13,25
1469128244,35,99
1469128245,36,on
1469128256,4,1
1469128262,7,24.8
1469128330,1,2
1469128331,2,58
1469128352,7,24.7
1469128355,20,on
1469128355,21,99
1469128358,4,55
1469128372,4,54
1469128374,4,56
1469128374,22,on
1469128375,23,99
1469128376,28,on
1469128377,29,99
1469128379,4,57
1469128379,8,116
1469128381,4,56
1469128385,4,57
1469128389,20,off
1469128392,4,56
1469128399,22,off
1469128402,22,on
1469128403,20,on
1469128412,30,on
1469128413,31,on
1469128413,32,78
1469128422,28,off
1469128427,30,off
1469128427,31,off
1469128428,22,off
1469128433,30,on
1469128434,31,on
1469128436,20,off
1469128439,4,55
1469128441,4,56
1469128442,5,114
1469128443,4,55
1469128448,30,off
1469128448,31,off
1469128462,30,on
1469128463,31,on
1469128467,23,0
1469128467,21,0
1469128471,22,on
1469128472,23,99
1469128472,4,1
1469128475,24,on
1469128476,25,on
1469128476,26,63
1469128487,30,off
1469128487,31,off
1469128490,24,off
1469128491,24,on
1469128491,22,off
1469128505,24,off
1469128506,25,off
1469128507,24,on
1469128507,25,on
1469128510,1,104
1469128521,24,off
1469128522,25,off
1469128526,24,on
1469128527,25,on
1469128532,5,109
1469128532,6,36
1469128533,7,24.9
1469128541,24,off
1469128542,25,off
1469128544,24,on
1469128544,25,on
1469128548,29,0
1469128551,32,0
1469128553,8,0
1469128563,14,25.6
1469128573,24,off
1469128574,25,off
1469128575,24,on
1469128575,25,on
1469128582,27,off
1469128583,22,on
1469128586,20,on
1469128586,21,99
1469128589,4,55
1469128589,24,off
1469128590,25,off
1469128600,1,89
1469128601,2,59
1469128602,3,24.9
1469128602,22,off
1469128607,4,54
1469128610,4,55
1469128612,20,off
1469128622,5,3
1469128625,20,on
1469128628,4,57
1469128636,4,55
1469128642,23,0
1469128644,20,off
1469128645,4,53
1469128646,20,on
1469128661,20,off
1469128661,4,52
1469128662,26,0
1469128690,1,1
1469128691,3,25
1469128692,21,0
1469128697,4,1
1469128780,1,2
1469128781,2,58
1469128782,20,on
1469128782,21,99
1469128784,4,52
1469128785,35,0
1469128785,37,on
1469128801,20,off
1469128803,5,4
1469128803,6,35
1469128804,7,25
1469128831,21,0
1469128836,4,0
1469128858,14,25.5
1469128870,1,3
1469128871,3,25.1
1469128892,5,2
1469128960,1,2
1469128961,2,59
1469128982,5,4
1469129050,1,3
1469129072,5,3
1469129072,7,25.1
1469129140,1,2
1469129141,2,60
1469129158,14,25.8
1469129162,5,2
1469129230,1,3
1469129252,5,4
1469129320,1,2
1469129342,5,3
1469129457,14,25.9
1469129522,5,5
1469129612,5,3
1469129702,5,2
1469129733,13,24.9
1469129771,1,1
1469129771,3,25
1469129792,5,4
1469129861,1,4
1469129861,2,61
1469129882,5,5
1469129951,1,3
1469129972,5,4
1469130033,13,25
1469130041,1,2
1469130056,14,25.8
1469130062,5,3
1469130062,6,34
1469130221,1,3
1469130242,5,4
1469130311,2,62
1469130319,20,on
1469130325,22,on
1469130330,28,on
1469130331,38,4
1469130332,5,5
1469130333,38,95
1469130336,8,29
1469130343,20,off
1469130344,22,off
1469130346,38,99
1469130355,14,25.7
1469130401,1,2
1469130408,22,on
1469130409,20,on
1469130413,24,on
1469130414,25,on
1469130414,26,63
1469130424,28,off
1469130425,5,3
1469130425,6,35
1469130426,20,off
1469130427,22,off
1469130428,24,off
1469130428,25,off
1469130437,24,on
1469130437,25,on
1469130451,24,off
1469130451,25,off
1469130470,24,on
1469130470,25,on
1469130473,22,on
1469130477,28,on
1469130484,20,on
1469130485,24,off
1469130485,25,off
1469130485,24,on
1469130486,25,on
1469130491,1,83
1469130499,28,off
1469130500,20,off
1469130500,24,off
1469130500,25,off
1469130501,22,off
1469130504,24,on
1469130504,25,on
1469130508,22,on
1469130510,20,on
1469130512,28,on
1469130513,6,34
1469130519,24,off
1469130519,25,off
1469130520,24,on
1469130520,25,on
1469130525,20,off
1469130530,28,off
1469130537,22,off
1469130538,24,off
1469130538,25,off
1469130538,24,on
1469130539,25,on
1469130553,24,off
1469130553,25,off
1469130554,24,on
1469130555,25,on
1469130560,17,85
1469130560,39,85
1469130569,24,off
1469130569,25,off
1469130580,24,on
1469130580,25,on
1469130581,1,82
1469130582,2,61
1469130594,24,off
1469130594,25,off
1469130601,12,14.8
1469130626,24,on
1469130626,25,on
1469130640,24,off
1469130640,25,off
1469130655,14,25.6
1469130671,1,80
1469130672,24,on
1469130672,25,on
1469130685,24,off
1469130685,25,off
1469130692,5,4
1469130709,24,on
1469130710,25,on
1469130724,24,off
1469130725,25,off
1469130732,24,on
1469130733,25,on
1469130747,24,off
1469130748,25,off
1469130748,24,on
1469130748,25,on
1469130761,1,77
1469130762,2,60
1469130762,24,off
1469130763,25,off
1469130775,24,on
1469130776,25,on
1469130782,6,35
1469130790,24,off
1469130791,25,off
1469130808,24,on
1469130808,25,on
1469130822,24,off
1469130823,25,off
1469130823,24,on
1469130824,25,on
1469130826,22,on
1469130828,20,on
1469130837,24,off
1469130838,25,off
1469130845,22,off
1469130847,20,off
1469130852,1,117
1469130905,26,0
1469130942,1,2
1469130942,3,25.1
1469130954,14,25.7
1469130962,5,3
1469131032,1,3
1469131040,38,94
1469131043,38,11
1469131052,5,2
1469131060,38,0
1469131116,8,0
1469131142,5,4
1469131211,16,0.03
1469131232,5,2
1469131254,14,25.8
1469131302,1,2
1469131322,5,5
1469131392,1,3
1469131392,3,25
1469131412,5,4
1469131482,3,25.1
1469131534,13,24.9
1469131554,14,25.9
1469131572,1,2
1469131572,3,25
1469131592,5,5
1469131662,1,3
1469131682,5,4
1469131752,1,2
1469131801,12,0
1469131834,13,25
1469131842,2,61
1469131862,5,5
1469131863,7,25
1469131932,1,3
1469131932,3,24.9
1469131952,5,4
1469131953,7,25.1
1469132022,1,2
1469132042,7,25
1469132112,1,3
1469132134,13,24.9